id,vote_count,video,vote_average,title,popularity,poster_path,original_language,original_title,genre_ids,backdrop_path,adult,overview,release_date,release_year,budget,imdb_id,revenue,runtime,status,tagline,belongs_to_collection,collection_id,collection_name,genre_names,production_companies_ids,production_companies_number,production_companies_name,production_countries,spoken_languages,homepage
1696,409,FALSE,6.6,The Devil's Rejects,8.568677,/jSWt4aJizmXmPXV3SBQGTWhwuCB.jpg,en,The Devil's Rejects,18|27|80,/fmo48Lt8XtMWeHeXJzi5SbPCJud.jpg,FALSE,"The sequel to House of 1000 Corpses – the Firefly family are ambushed at their isolated home by Sheriff Wydell and a squad of armed men guns blazing – yet only Otis and his sister, Baby, manage to escape the barrage of bullets unharmed. Hiding out in a backwater motel, the wanted siblings wait to rendezvous with their errant father, Captain Spaulding, killing whoever happens to stand in their way.",2005-07-22,2005,0,tt0395584,0,107,Released,Death walks behind. Hell waits ahead.,TRUE,105625,House of 1000 Corpses Collection,"Drama|Horror|Crime","45966|35|995|1838",4,"Cinelamda Internationale Filmproduktionsgesellschaft|Lions Gate Films|Cinerenta Medienbeteiligungs KG|Firm Films","DE|US","es|en",http://robzombie.com/movies/the-devils-rejects/
1724,3863,FALSE,6.1,The Incredible Hulk,33.187895,/qTghl3lO8PhmIxkf8eN5WQQefHI.jpg,en,The Incredible Hulk,878|28|12,/cVpBJxRBIwTjajKQ08TE6BINTEu.jpg,FALSE,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",2008-06-12,2008,150000000,tt0800080,163712074,114,Released,You'll like him when he's angry.,FALSE,,,"Science Fiction|Action|Adventure",420,1,Marvel Studios,US,"pt|es|en",
1726,10640,FALSE,7.4,Iron Man,46.298633,/848chlIWVT41VtAAgyh9bWymAYb.jpg,en,Iron Man,28|878|12,/ZQixhAZx6fH1VNafFXsqa1B8QI.jpg,FALSE,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2008-04-30,2008,140000000,tt0371746,585174222,126,Released,Heroes aren't born. They're built.,TRUE,131292,Iron Man Collection,"Action|Science Fiction|Adventure","4|420",2,"Paramount|Marvel Studios",US,"en|fa|ur|ar",http://www.ironmanmovie.com/
1730,322,FALSE,7.1,Inland Empire,9.788916,/xQKF94NvqsHCuGUjgvJ5Etgnryu.jpg,en,Inland Empire,27|18|9648|53,/85uNq0R2uGEW90SDnWnCH8bfqs7.jpg,FALSE,An actress's perception of reality becomes increasingly distorted as she finds herself falling for her co-star in a remake of an unfinished Polish production that was supposedly cursed.,2006-09-06,2006,0,tt0460829,849055,180,Released,A woman in trouble,FALSE,,,"Horror|Drama|Mystery|Thriller","5870|11608|11609|11610|373|747",6,"Studio Canal|Fundacja Kultury|Camerimage Festival|Absurda|Asymmetrical Productions|Inland Empire Productions","PL|US|FR","en|pl",http://www.inlandempirecinema.com/
1734,2727,FALSE,6.1,The Mummy Returns,27.735738,/hioiYUZVIuYIhagDGhIAjyNEUu0.jpg,en,The Mummy Returns,12|28|14,/22SUPrwoHNbMjZci1kRvBmCqrek.jpg,FALSE,"Rick and Evelyn O'Connell, along with their 8 year old son Alex, discover the key to the legendary Scorpion King's might, the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn't above kidnapping its new bearer, Alex, to gain control of Anubis' otherworldly army.",2001-04-28,2001,98000000,tt0209163,433013274,130,Released,The most powerful force on earth is about to be unleashed by the two people who should know better.,TRUE,1733,The Mummy Collection,"Adventure|Action|Fantasy","33|11462|20242",3,"Universal Pictures|Alphaville Films|Imhotep Productions",US,"en|ar",
1735,1711,FALSE,5.2,The Mummy: Tomb of the Dragon Emperor,24.149317,/53hrZvxiV3HgG6pdhuMeErIc7Hg.jpg,en,The Mummy: Tomb of the Dragon Emperor,12|28|14,/zvuqLQTSTszzGK09netDNjS4yPY.jpg,FALSE,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",2008-07-01,2008,145000000,tt0859163,401128639,112,Released,A New Evil Awakens.,TRUE,1733,The Mummy Collection,"Adventure|Action|Fantasy","33|2269|7295|11462|19643",5,"Universal Pictures|China Film Co-Production Corporation|Relativity Media|Alphaville Films|Sommers Company, The","DE|US","en|zh|sa",http://www.themummy.com/
1738,1088,FALSE,5.9,Next,19.018901,/lYqsINoop9spG1FV4SjxXvcYfss.jpg,en,Next,28|878|53,/gRNqvSnpqCy0qs8hsCV3ekLYlvw.jpg,FALSE,"Las Vegas showroom magician Cris Johnson has a secret which torments him: he can see a few minutes into the future. Sick of the examinations he underwent as a child and the interest of the government and medical establishment in his power, he lies low under an assumed name in Vegas, performing cheap tricks and living off small-time gambling ""winnings."" But when a terrorist group threatens to detonate a nuclear device in Los Angeles, government agent Callie Ferris must use all her wiles to capture Cris and convince him to help her stop the cataclysm.",2007-04-24,2007,70000000,tt0435705,76066841,96,Released,"If you can see the future, you can save it.",FALSE,,,"Action|Science Fiction|Thriller","449|497|831|4|8000",5,"Virtual Studios|Revolution Studios|Saturn Films|Paramount|Broken Road Productions",US,"en|fr|de",
1771,8461,FALSE,6.7,Captain America: The First Avenger,37.91286,/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,en,Captain America: The First Avenger,28|12|878,/pmZtj1FKvQqISS6iQbkiLg5TAsr.jpg,FALSE,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",2011-07-22,2011,140000000,tt0458339,370569774,124,Released,When patriots become heroes,TRUE,131295,Captain America Collection,"Action|Adventure|Science Fiction","4|420",2,"Paramount|Marvel Studios",US,"fr|no|en",http://captainamerica.marvel.com/
1791,242,FALSE,7.2,The Piano Teacher,7.750397,/ln8Ip9Etw4jxzxSuXSTwFqsfsSY.jpg,fr,La Pianiste,18|10749,/mNXNFlZXeJYSqTGIiweEaMxGYfO.jpg,FALSE,"Erika Kohut, a sexually repressed piano teacher living with her domineering mother, meets a young man who starts romantically pursuing her.",2001-05-14,2001,3000000,tt0254686,9801375,131,Released,Perversion at its wicked best!,FALSE,,,"Drama|Romance","201|11731|7333|5358|18367",5,"Arte|Bavaria Film International|Bayerischer Rundfunk (BR)|Canal+|Centre National de la Cinématographie (CNC)","AT|FR","fr|de",
1809,198,FALSE,6.3,The Rules of Attraction,10.410957,/2VNthl67n1rALwB6mncDrh9Q9GV.jpg,en,The Rules of Attraction,35|18|10749,/w2XgUins64EAD8wuQerq5vPTyGD.jpg,FALSE,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",2002-10-11,2002,4000000,tt0292644,0,110,Released,We all run on instinct,FALSE,,,"Comedy|Drama|Romance",770,1,Kingsgate Films,"DE|US","en|de",
1817,1341,FALSE,6.7,Phone Booth,15.231163,/xIaUpPok8WFnr79EAvgtGsIaJzV.jpg,en,Phone Booth,53|18,/3mBJlp8rv9SM4usIauC5rnA4i7R.jpg,FALSE,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",2002-09-09,2002,13000000,tt0183649,97837138,81,Released,No options. No lies. No fear. No deals. Just keep talking.,FALSE,,,"Thriller|Drama",711,1,Fox 2000 Pictures,US,"en|sw",
1830,1625,FALSE,7.1,Lord of War,16.516043,/nwPUI9WlYtDmE5VO6eEFCfrNXWl.jpg,en,Lord of War,80|18|53,/fjt8ZNuDH64GxgluSj52UMNkolY.jpg,FALSE,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",2005-09-16,2005,42000000,tt0399295,24127895,122,Released,"Where there's a will, there's a weapon",FALSE,,,"Crime|Drama|Thriller","1205|1206|1204|831|1208|21938",6,"Endgame Entertainment|Entertainment Manufacturing Company|Ascendant Pictures|Saturn Films|Rising Star|Copag V","FR|US|DE","ar|de|en|fr|ru|es|uk|tr",
1865,6082,FALSE,6.4,Pirates of the Caribbean: On Stranger Tides,49.908633,/wNUDAq5OUMOtxMlz64YaCp7gZma.jpg,en,Pirates of the Caribbean: On Stranger Tides,12|28|14,/l7zANdjgTvYqwZUx76Vk0EKpCH5.jpg,FALSE,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",2011-05-14,2011,380000000,tt1298650,1045713802,136,Released,Live Forever Or Die Trying.,TRUE,295,Pirates of the Caribbean Collection,"Adventure|Action|Fantasy","2|130|20478",3,"Walt Disney Pictures|Jerry Bruckheimer Films|Moving Picture Company (MPC)",US,"en|es",http://disney.go.com/pirates/index-on-stranger-tides.html#/video/
1887,832,FALSE,6.5,Marie Antoinette,8.775713,/xOdzoe3tC8X1v7M2Z86sdfjpVrO.jpg,en,Marie Antoinette,18|36,/37unKRIePFOHGN4sPHzpmG0dYmS.jpg,FALSE,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.",2006-05-24,2006,40000000,tt0422720,60474340,123,Released,Rumor. Scandal. Fame. Revolution.,FALSE,,,"Drama|History","6542|12387|70|20637|20638|5",6,"Pricel|Tohokushinsha Film|American Zoetrope|Commission du Film France|Commission du Film Île-de-France|Columbia Pictures","FR|US|JP","en|fr|la",http://www.sonypictures.com/homevideo/marieantoinette/index.html
1894,5149,FALSE,6.4,Star Wars: Episode II - Attack of the Clones,28.902332,/2vcNFtrZXNwIcBgH5e2xXCmVR8t.jpg,en,Star Wars: Episode II - Attack of the Clones,12|28|878,/560F7BPaxRy8BsOfVU6cW4ivM46.jpg,FALSE,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",2002-05-15,2002,120000000,tt0121765,649398328,142,Released,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,TRUE,10,Star Wars Collection,"Adventure|Action|Science Fiction",1,1,Lucasfilm,US,en,https://www.pelis24.to/
1895,5311,FALSE,7.2,Star Wars: Episode III - Revenge of the Sith,32.537801,/tgr5Pdy7ehZYBqBkN2K7Q02xgOb.jpg,en,Star Wars: Episode III - Revenge of the Sith,878|12|28,/wUYTfFbfPiZC6Lcyt1nonr69ZmK.jpg,FALSE,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",2005-05-17,2005,113000000,tt0121766,850000000,140,Released,The saga is complete.,TRUE,10,Star Wars Collection,"Science Fiction|Adventure|Action",1,1,Lucasfilm,US,en,http://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith
1900,712,FALSE,6.9,Traffic,19.319905,/9qPLd5hdXIlrAyknVWK38eZyUMo.jpg,en,Traffic,53|18|80,/ivAC8eZkzKoTf8EWQh7pkFD0AGS.jpg,FALSE,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",2000-12-27,2000,48000000,tt0181865,207515725,147,Released,No one gets away clean,FALSE,,,"Thriller|Drama|Crime","987|20634|58333|7380|58334",5,"USA Films|Bedford Falls Company, The|Compulsion Inc.|Initial Entertainment Group (IEG)|Splendid Medien AG","DE|US","es|en",
1903,1368,FALSE,6.6,Vanilla Sky,21.012849,/ujMy9P4VczTW9YSpAM31uqdOMpz.jpg,en,Vanilla Sky,18|9648|10749|878|53,/6XwX3HzKhlBUbTy2qZx0THQOu2T.jpg,FALSE,"David Aames has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",2001-12-10,2001,68000000,tt0259711,203388341,136,Released,"Forget everything you know, and open your eyes.",FALSE,,,"Drama|Mystery|Romance|Science Fiction|Thriller","4|349|485",3,"Paramount|Cruise-Wagner Productions|Vinyl Films",US,en,
1904,854,FALSE,7.4,Memoirs of a Geisha,21.997233,/rhqL5iuhfwtDnpwMYAY2iuNZbxo.jpg,en,Memoirs of a Geisha,18|36|10749,/mhEPV19vQsApRYgCIUu6tJJVUer.jpg,FALSE,"A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",2005-12-06,2005,85000000,tt0397535,162242962,145,Released,"My world is as forbidden as it is fragile; without its mysteries, it cannot survive.",FALSE,,,"Drama|History|Romance","27|158|780|5",4,"DreamWorks SKG|Spyglass Entertainment|Red Wagon Productions|Columbia Pictures",US,"en|ja",http://www.sonypictures.com/homevideo/memoirsofageisha/index.html
1907,1576,FALSE,6.4,The Beach,19.702382,/4VgPflOJMxlqOYpAqXCm5J6BkYm.jpg,en,The Beach,18|12|10749|53,/uqseIBb0MH9dXic9RGmGaLvf56q.jpg,FALSE,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",2000-02-11,2000,40000000,tt0163978,144056873,119,Released,Somewhere on this planet it must exist.,FALSE,,,"Drama|Adventure|Romance|Thriller",359,1,Figment Films,"GB|US","en|fr|hr|sv|th",
1919,68,FALSE,6.9,Away from Her,10.005973,/61qZqrSNKfw1t03BJ3sktlK630K.jpg,en,Away from Her,18|10749,/17Z7O6bPkNQBG5flHOQcKezErrY.jpg,FALSE,"A man coping with the institutionalization of his wife because of Alzheimer's disease faces an epiphany when she transfers her affections to another man, a wheel chair-bound mute who also is a patient at the nursing home.",2006-09-11,2006,0,tt0491747,0,110,Released,,FALSE,,,"Drama|Romance",,0,,CA,en,
1921,382,FALSE,6.4,Sweet November,9.28399,/unObEztpIx6gmVAKe0p1VWHMcDI.jpg,en,Sweet November,18|10749,/A7hG4YOvPQhmYuyuLk9k0XsL3wY.jpg,FALSE,"Nelson is a man devoted to his advertising career in San Francisco. One day, while taking a driving test at the DMV, he meets Sara. She is very different from the other women in his life. Nelson causes her to miss out on taking the test and later that day she tracks him down. One thing leads to another and Nelson ends up living with her through a November that will change his life forever.",2001-02-16,2001,40000000,tt0230838,65754228,119,Released,She Just Needed A Month To Change His Life For Ever.,FALSE,,,"Drama|Romance","6194|788",2,"Warner Bros.|Bel Air Entertainment",US,en,
1927,2032,FALSE,5.3,Hulk,24.261832,/ogCQV6mnLtCJuiiHtMB83jvSRfY.jpg,en,Hulk,18|28|878,/kVxquPLBzAIq2NmlbWjTsfZBFh5.jpg,FALSE,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",2003-06-19,2003,137000000,tt0286716,245360480,138,Released,Unleash the hero within,FALSE,,,"Drama|Action|Science Fiction","19551|33|10565|11533",4,"Marvel Enterprises|Universal Pictures|Good Machine|Valhalla Motion Pictures",US,"en|es",
1930,7847,FALSE,6.5,The Amazing Spider-Man,38.615885,/eA2D86Y6VPWuUzZyatiLBwpTilQ.jpg,en,The Amazing Spider-Man,28|12|14,/4Dd0CcqIHeyJFALYVzpHrsnbOX6.jpg,FALSE,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",2012-06-27,2012,215000000,tt0948470,752215857,136,Released,The untold story begins.,TRUE,125574,The Amazing Spider-Man Collection,"Action|Adventure|Fantasy","5|7505|326",3,"Columbia Pictures|Marvel Entertainment|Laura Ziskin Productions",US,en,http://www.theamazingspiderman.com
